Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote
GAL	3	intro	xd92			0		# Galates 3 Notes générales<br><br>## Notions spéciales dans ce chapitre<br><br>### Égalité en Christ<br><br>Tous les chrétiens sont également unis à Christ. L'ascendance, le sexe et le statut n'ont pas d'importance. Tous sont égaux les uns aux autres. Tous sont égaux aux yeux de Dieu.<br><br>### Figures de style importantes dans ce chapitre<br><br>### Questions rhétoriques<br><br>Paul utilise de nombreuses questions rhétoriques différentes dans ce chapitre. Il les utilise pour convaincre les Galates de leur péché. (Voir : [[rc://en/ta/man/translate/figs-rquestion]] et [[rc://en/tw/dict/bible/kt/sin]])<br><br>### Autres difficultés de traduction possibles dans ce chapitre<br><br>#### Chair<br>C'est une question complexe. "Chair" est peut-être une métaphore pour notre nature pécheresse. Paul n'enseigne pas que la partie physique de l'homme est pécheresse. "La chair" est utilisée dans ce chapitre pour contraster avec ce qui est spirituel. (Voir : [[rc://en/tw/dict/bible/kt/flesh]])<br><br>### "Ceux qui ont la foi sont enfants d'Abraham"<br>Les spécialistes sont divisés sur ce que cela signifie. Certains croient que les chrétiens héritent des promesses que Dieu a données à Abraham, donc les chrétiens remplacent les descendants physiques d'Israël. D'autres croient que les chrétiens suivent spirituellement Abraham, mais qu'ils n'héritent pas des promesses que Dieu a données à Abraham. À la lumière des autres enseignements de Paul et du contexte, il est probable que Paul parle ici des chrétiens juifs et païens qui partagent la même foi qu'Abraham. (Voir : [[rc://en/tw/dict/bible/kt/spirit]] et [[rc://en/ta/man/translate/figs-metaphor]])

GAL	3	1	p7uw			0	General Information:	Paul réprimande les Galates en leur posant des questions rhétoriques.

GAL	3	1	ryu7	figs-irony	τίς ὑμᾶς ἐβάσκανεν	1	Who has put a spell on you?	Paul utilise l'ironie et une question rhétorique pour dire que les Galates agissent comme si quelqu'un leur avait jeté un sort. Il ne croit pas vraiment que quelqu'un leur a jeté un sort. Traduction alternative : "Vous vous comportez comme si quelqu'un vous avait jeté un sort !". (Voir : [[rc://en/ta/man/translate/figs-irony]] et [[rc://en/ta/man/translate/figs-rquestion]])

GAL	3	1	xvji		ἀνόητοι	1		Traduction alternative : "sans compréhension" ou "stupide"

GAL	3	1	dc2j		ὑμᾶς ἐβάσκανεν	1	put a spell on you	Traduction alternative : "fait de la magie sur vous" ou "fait de la sorcellerie sur vous"

GAL	3	1	gwv2	figs-metaphor	οἷς κατ’ ὀφθαλμοὺς Ἰησοῦς Χριστὸς προεγράφη ἐσταυρωμένος	1	It was before your eyes that Jesus Christ was publicly displayed as crucified	Cette métaphore décrit comment les croyants galates ont entendu le message de l'Évangile prêché si clairement que c'était comme si Jésus avait été crucifié devant leurs propres yeux. Traduction alternative : "Vous avez vous-mêmes entendu l'enseignement clair sur Jésus crucifié" (Voir : [[rc://en/ta/man/translate/figs-metaphor]])

GAL	3	2	m1zd	figs-irony	τοῦτο μόνον θέλω μαθεῖν ἀφ’ ὑμῶν	1	This is the only thing I want to learn from you	Cela poursuit l'ironie du verset 1. Paul connaît les réponses aux questions rhétoriques qu'il s'apprête à poser. (Voir : [[rc://en/ta/man/translate/figs-irony]])

GAL	3	2	wq9g	figs-rquestion	ἐξ ἔργων νόμου τὸ Πνεῦμα ἐλάβετε, ἢ ἐξ ἀκοῆς πίστεως	1	Did you receive the Spirit by the works of the law or by believing what you heard?	Traduction alternative : " Vous avez reçu l'Esprit, non pas en faisant ce que dit la loi, mais en croyant ce que vous avez entendu. " (Voir : [[rc://en/ta/man/translate/figs-rquestion]])

GAL	3	3	f96u	figs-rquestion	οὕτως ἀνόητοί ἐστε	1	Are you so foolish?	Traduction alternative : "Tu es très bête !" ou "Ne sois pas si bête !" ou "Tu es fou" (Voir : [[rc://en/ta/man/translate/figs-rquestion]])

GAL	3	3	xu4d	figs-metonymy	σαρκὶ	1	by the flesh	Le mot **chair** est une métonymie et fait référence à une dépendance indépendante de son propre effort par des actions extérieures . Traduction alternative : " par son propre effort " ou " par son propre travail " (voir : [[rc://en/ta/man/translate/figs-metonymy]]).

GAL	3	4	iyj1	figs-rquestion	τοσαῦτα ἐπάθετε εἰκῇ	1	Have you suffered so many things for nothing…?	Paul utilise cette question rhétorique pour rappeler aux Galates que lorsqu'ils souffraient, ils croyaient qu'ils allaient en tirer un bénéfice. Traduction alternative : "Vous ne pensiez sûrement pas que vous souffriez tant de choses pour rien... !" ou "Vous saviez sûrement qu'il y avait un bon but pour souffrir tant de choses... !". (Voir : [[rc://en/ta/man/translate/figs-rquestion]])

GAL	3	4	xujz		ἐπάθετε	1		Cela pourrait faire référence à : (1) la souffrance de la persécution (2) les bénéfices spirituels qu'ils ont expérimentés.

GAL	3	4	qn1a	figs-explicit	τοσαῦτα ἐπάθετε εἰκῇ	1	Have you suffered so many things for nothing	On peut affirmer clairement qu'ils avaient souffert de ces choses à cause de personnes qui s'opposaient à eux pour leur foi en Christ. Traduction alternative : "Avez-vous souffert tant de choses par ceux qui s'opposaient à vous pour votre foi en Christ pour rien" ou "Vous avez cru en Christ, et vous avez souffert beaucoup de choses par ceux qui s'opposent à Christ. Votre foi et vos souffrances n'ont-elles servi à rien ?" (Voir : [[rc://en/ta/man/translate/figs-explicit]])

GAL	3	4	nq68		εἰκῇ	1	for nothing	Traduction alternative : "inutilement" ou "en vain"

GAL	3	4	xl9l	figs-rquestion	εἴ γε καὶ εἰκῇ	1	if indeed it was for nothing?	Cela pourrait signifier : (1) Paul les avertit de ne pas laisser leurs expériences être pour rien. Traduction alternative : "Ne laissez pas cela être pour rien !" ou "Ne cessez pas de croire en Jésus-Christ et laissez votre souffrance être pour rien". (2) leur souffrance était déjà vaine. (Voir : [[rc://en/ta/man/translate/figs-rquestion]])

GAL	3	5	s3bc	figs-rquestion	ἐξ ἔργων νόμου ἢ ἐξ ἀκοῆς πίστεως	1	Does he…do so by the works of the law, or by hearing with faith?	Paul pose une autre question rhétorique pour rappeler aux Galates comment les gens reçoivent l'Esprit. (Voir : [[rc://en/ta/man/translate/figs-rquestion]])

GAL	3	5	j4vz		ἐξ ἔργων νόμου	1	by the works of the law	Cela représente les personnes qui font les travaux que la loi exige. Traduction alternative : "parce que vous faites ce que la loi nous demande de faire"

GAL	3	5	e17q	figs-explicit	ἐξ ἀκοῆς πίστεως	1	by hearing with faith	Votre langue peut exiger que ce que les gens ont entendu et à qui ils ont fait confiance soit mentionné explicitement. Autre traduction possible : "parce que vous avez entendu le message et avez eu foi en Jésus" ou "parce que vous avez écouté le message et avez fait confiance à Jésus" (Voir : [[rc://en/ta/man/translate/figs-explicit]])

GAL	3	6	ahy9			0	Connecting Statement:	Paul rappelle aux croyants galates que même Abraham a reçu la justice par la foi et non par la loi.

GAL	3	6	f7sv		ἐλογίσθη αὐτῷ εἰς δικαιοσύνην	1	it was credited to him as righteousness	Dieu a vu la foi d'Abraham en Dieu, alors Dieu a considéré Abraham comme juste.

GAL	3	7	i9x4	figs-abstractnouns	οἱ ἐκ πίστεως	1	those of faith	Traduction alternative : "ceux qui croient" (Voir : [[rc://en/ta/man/translate/figs-abstractnouns]])

GAL	3	7	kq1h	figs-metaphor	οὗτοι υἱοί εἰσιν Ἀβραὰμ	1	children of Abraham	Puisque Abraham a été sauvé par la foi, les vrais enfants d'Abraham sont ceux qui sont aussi sauvés par la foi comme lui.Cette phrase va à l'encontre des adversaires qui prétendaient que les croyants galates devaient être circoncis et obéir à la loi pour être un vrai fils d'Abraham. (Voir : [[rc://en/ta/man/translate/figs-metaphor]])

GAL	3	8	vs1m	figs-personification	προϊδοῦσα δὲ ἡ Γραφὴ	1	foreseeing	Ici, **l'écriture** est une personnification et équivaut à dire "le Seigneur" ou "Dieu". Traduction alternative : "Dieu a prédit" ou "le Seigneur a vu à l'avance" (voir : [[rc://en/ta/man/translate/figs-personification]]).

GAL	3	8	k9tp	figs-you	ἐν σοὶ	1	In you	Le mot **vous** se réfère à Abraham et est singulier. Autre traduction possible : "A cause de toi" ou "A cause de ce que tu as fait" ou "Parce que je t'ai béni". (Voir : [[rc://en/ta/man/translate/figs-you]])

GAL	3	8	j83j		πάντα τὰ ἔθνη	1	all the nations	Dieu soulignait qu'il ne favorisait pas seulement le peuple juif, son groupe élu. Son plan de salut était destiné à la fois aux Juifs et aux non-Juifs.

GAL	3	10	mxe7		ὅσοι γὰρ ἐξ ἔργων νόμου	1	the works of the law	Traduction alternative : "Tous les gens qui suivent la loi" ou "Tous ceux qui essaient de se justifier en obéissant à la loi".

GAL	3	10	jhr2	figs-metaphor	ὅσοι γὰρ ἐξ ἔργων νόμου εἰσὶν ὑπὸ κατάραν εἰσίν	1	All who rely on…the law are under a curse	Ici, **sous une malédiction** représente le fait d'être maudit par Dieu. Ici, il fait référence au châtiment éternel. Traduction alternative : " sont maudits " ou " Dieu punira éternellement " (voir : [[rc://en/ta/man/translate/figs-metaphor]] et [[rc://en/ta/man/translate/figs-metonymy]]).

GAL	3	11	sn9h		δῆλον	1	Now it is clear	Traduction alternative : "il est évident que" ou "il est évident que".

GAL	3	11	k6k5		ἐν νόμῳ, οὐδεὶς δικαιοῦται παρὰ τῷ Θεῷ	1	no one is justified before God by the law	Traduction alternative : "Dieu ne justifie personne par la loi"

GAL	3	11	i537	figs-nominaladj	ὁ δίκαιος ἐκ πίστεως ζήσεται	1	the righteous will live by faith	L'adjectif nominal **vertueux**" désigne les personnes qui sont vertueuses. Traduction alternative : " Les personnes justes vivront par la foi " ou " La personne qui est juste parce qu'elle croit vivra " " C'est en croyant qu'une personne devient juste et obtient la vie éternelle " (Voir : [[rc://en/ta/man/translate/figs-nominaladj]]).

GAL	3	12	rep5		ζήσεται ἐν αὐτοῖς	1	must live by them	Traduction alternative : "vivra grâce à eux" ou "vivra parce qu'il leur a obéi".

GAL	3	13	ml63		ἐκ τῆς κατάρας τοῦ νόμου	1	from the curse of the law	Le mot **malédiction** est une métonymie de Dieu condamnant la personne qu'il a maudite. Traduction alternative : " de Dieu nous condamne parce que nous avons enfreint la loi " ou " d'être maudit à cause de la loi " ou " d'être maudit pour ne pas avoir obéi à la loi " (Voir : [[rc://en/ta/man/translate/figs-metonymy]]).

GAL	3	13	mt6z		ὁ κρεμάμενος ἐπὶ ξύλου	1	hangs on a tree	Paul s'attendait à ce que son auditoire comprenne qu'il faisait référence à Jésus suspendu sur la croix.

GAL	3	14	brf7		ἵνα…ἡ εὐλογία τοῦ Ἀβραὰμ γένηται	1	so that the blessing of Abraham might come	Traduction alternative : "Parce que le Christ est devenu malédiction pour nous, la bénédiction d'Abraham viendra".

GAL	3	14	h46q	figs-exclusive	λάβωμεν	1	we	Le mot **nous** inclut les personnes qui liront la lettre. (Voir : [[rc://en/ta/man/translate/figs-exclusive]])

GAL	3	15	al9b		ἀδελφοί	1	Brothers	Voyez comment vous avez traduit cela dans [Galates 1:2](../01/02.md).

GAL	3	15	c3gs		κατὰ ἄνθρωπον	1	in human terms	Traduction alternative : "d'un point de vue humain" ou "avec une analogie humaine".

GAL	3	16	f1xu		δὲ	1	Now	Ce mot montre que Paul a énoncé un principe général et qu'il commence maintenant à introduire un cas spécifique.

GAL	3	16	w3wl		ὡς ἐπὶ πολλῶν	1	referring to many	Traduction alternative : "se référant à de nombreux descendants"

GAL	3	16	t25e	figs-you	τῷ σπέρματί σου	1	to your descendant	Le mot **ton** est singulier et fait référence à une personne spécifique qui est un descendant d'Abraham (et ce descendant est identifié comme "Christ"). (Voir : [[rc://en/ta/man/translate/figs-you]])

GAL	3	17	h36m	translate-numbers	ὁ μετὰ τετρακόσια καὶ τριάκοντα ἔτη	1	430 years	Traduction alternative : "quatre cent trente ans" (Voir : [[rc://en/ta/man/translate/translate-numbers]])

GAL	3	18	ujg2	figs-hypo	εἰ γὰρ ἐκ νόμου ἡ κληρονομία, οὐκέτι ἐξ ἐπαγγελίας	1	For if the inheritance comes by the law, then it no longer comes by promise	Paul parle d'une situation qui n'existait pas pour souligner que l'héritage n'est venu que par le biais de la promesse. Autre traduction : "l'héritage nous vient par le moyen de la promesse, parce que nous ne pouvions pas garder les exigences de la loi de Dieu" (Voir : [[rc://en/ta/man/translate/figs-hypo]])

GAL	3	18	c8fu	figs-metaphor	κληρονομία	1	inheritance	Recevoir ce que Dieu a promis aux croyants est parlé comme s'il s'agissait d'un **héritage** de propriété. (Voir : [[rc://en/ta/man/translate/figs-metaphor]])

GAL	3	19	kx2e		τί οὖν ὁ νόμος	1	What, then, was the purpose of the law?	Cela peut être traduit comme une déclaration. Traduction alternative : "Je vais vous dire quel est le but de la loi" ou "Laissez-moi vous dire pourquoi Dieu a donné la loi". (Voir : [[rc://en/ta/man/translate/figs-rquestion]])

GAL	3	19	uk9m	figs-activepassive	προσετέθη	1	It was added	Si votre langue n'utilise pas la forme passive de cette manière, vous pouvez l'énoncer à la forme active ou d'une autre manière qui soit naturelle dans votre langue. Traduction alternative : "Dieu l'a ajouté" ou "Dieu a ajouté la loi" (Voir : [[rc://en/ta/man/translate/figs-activepassive]])

GAL	3	19	cf66	figs-activepassive	διαταγεὶς δι’ ἀγγέλων ἐν χειρὶ μεσίτου	1	The law was put into force through angels by a mediator	Dieu a utilisé des anges pour donner la loi à Moïse. Moïse est ici désigné comme un **médiateur** entre Dieu et le peuple d'Israël. Si votre langue n'utilise pas la forme passive de cette manière, vous pouvez l'énoncer à la forme active ou d'une autre manière qui est naturelle dans votre langue. Traduction alternative : " Dieu a émis la loi avec l'aide des anges, et un médiateur l'a mise en vigueur " (Voir : [[rc://en/ta/man/translate/figs-activepassive]]).

GAL	3	19	bgi6		χειρὶ μεσίτου	1	a mediator	Traduction alternative : "donné par un intermédiaire"

GAL	3	20	x9l1		ὁ δὲ μεσίτης ἑνὸς οὐκ ἔστιν, ὁ δὲ Θεὸς εἷς ἐστιν	1	Now a mediator implies more than one person, but God is one	Dieu a donné sa promesse à Abraham sans médiateur, mais il a donné la loi à Moïse, qui était un médiateur entre Dieu et le peuple d'Israël.

GAL	3	21	wes3	figs-exclusive		0	General Information:	Le mot **nous** dans cette section est inclusif et se réfère à tous les chrétiens. (Voir : [[rc://en/ta/man/translate/figs-exclusive]])

GAL	3	21	e43u		κατὰ τῶν ἐπαγγελιῶν	1	against the promises	Traduction alternative : "opposé aux promesses" ou "en conflit avec les promesses".

GAL	3	21	iyg9		ἐν νόμου ἂν ἦν ἡ δικαιοσύνη	1	righteousness would certainly have come by the law	Traduction alternative : "nous aurions pu devenir justes en obéissant à cette loi"

GAL	3	22	jbn7	figs-personification	ἡ Γραφὴ	1	scripture	Cela pourrait se référer à : (1) un passage particulier de l'Écriture (2) toute l'Écriture (3) une métonymie de Dieu lui-même. (Voir : [[rc://en/ta/man/translate/figs-personification]] et [[rc://en/ta/man/translate/figs-metonymy]])

GAL	3	23	su16	figs-activepassive	ὑπὸ νόμον ἐφρουρούμεθα, συνκλειόμενοι	1	we were held captive under the law, imprisoned	On parle de la façon dont la loi nous contrôlait comme si la loi était un gardien de prison qui nous tenait en captivité. Si votre langue n'utilise pas la forme passive de cette manière, vous pouvez le dire à la forme active ou d'une autre manière naturelle dans votre langue. Traduction alternative : "la loi nous tenait captifs en prison" (Voir : [[rc://en/ta/man/translate/figs-activepassive]] et [[rc://en/ta/man/translate/figs-metaphor]])

GAL	3	23	t32j	figs-activepassive	εἰς τὴν μέλλουσαν πίστιν ἀποκαλυφθῆναι	1	until faith should be revealed	Si votre langue n'utilise pas la forme passive de cette manière, vous pouvez l'énoncer à la forme active ou d'une autre manière qui soit naturelle dans votre langue. Traduction alternative : " jusqu'à ce que Dieu révèle qu'il justifie ceux qui ont la foi en Christ " ou " jusqu'à ce que Dieu révèle qu'il justifie ceux qui ont la confiance en Christ " (voir : [[rc://en/ta/man/translate/figs-activepassive]] et [[rc://en/ta/man/translate/figs-explicit]]).

GAL	3	24	ln1s	figs-personification	παιδαγωγὸς	1	guardian	Un **tuteur** était généralement un esclave qui était chargé de faire respecter les règles et les comportements donnés par le parent et rendait compte à ce dernier des actions de l'enfant. (Voir : [[rc://en/ta/man/translate/figs-personification]])

GAL	3	24	s8g5	figs-activepassive	ἵνα…δικαιωθῶμεν	1	so that we might be justified	Avant la venue du Christ, Dieu avait prévu de nous justifier. Quand le Christ est venu, il a exécuté son plan pour nous justifier. Si votre langue n'utilise pas la forme passive de cette manière, vous pouvez l'énoncer à la forme active ou d'une autre manière qui est naturelle dans votre langue. Traduction alternative : "afin que Dieu nous déclare justes" (Voir : [[rc://en/ta/man/translate/figs-activepassive]])

GAL	3	27	v6n1		ὅσοι γὰρ εἰς Χριστὸν ἐβαπτίσθητε	1	For as many of you who were baptized into Christ	Traduction alternative : "Pour vous tous qui avez été baptisés en Christ"

GAL	3	27	di9v	figs-metaphor	Χριστὸν ἐνεδύσασθε	1	have clothed yourselves with Christ	C'est une métaphore qui signifie qu'ils ont été unis au Christ et ont revêtu son caractère de justice et de vertu. (Voir : [[rc://en/ta/man/translate/figs-metaphor]])

GAL	3	29	qp4z	figs-metaphor	κληρονόμοι	1	heirs	On parle du peuple à qui Dieu a fait des promesses comme s'il héritait des biens et des richesses d'un membre de la famille. (Voir : [[rc://en/ta/man/translate/figs-metaphor]])

GAL	4	intro	h6gw			0		# Galates 4 Notes générales<br><br>## Structure et mise en forme<br><br>Certaines traductions placent chaque ligne de poésie plus à droite que le reste du texte pour en faciliter la lecture. L'ULT le fait avec le verset 27, qui est cité de l'Ancien Testament.<br><br>##Concepts spéciaux dans ce chapitre<br><br>###Filiation<br><br>La filiation est une question complexe. Les érudits ont de nombreux points de vue sur la filiation d'Israël. Paul utilise la filiation pour enseigner comment le fait d'être sous la loi diffère du fait d'être libre en Christ. Tous les descendants physiques d'Abraham n'ont pas hérité des promesses que Dieu lui a faites. Seuls ses descendants par Isaac et Jacob ont hérité des promesses. Et Dieu n'adopte dans sa famille que ceux qui suivent Abraham spirituellement par la foi. Ils sont des enfants de Dieu avec un héritage. Paul les appelle "enfants de la promesse". (Voir : [[rc://en/tw/dict/bible/kt/inherit]], [[rc://en/tw/dict/bible/kt/promise]], [[rc://en/tw/dict/bible/kt/spirit]] et [[rc://en/tw/dict/bible/kt/faith]] et [[rc://en/tw/dict/bible/kt/adoption]])<br><br>### Autres difficultés de traduction possibles dans ce chapitre<br><br>### Abba, Père<br>"Abba" est un mot araméen. Dans l'ancien Israël, les gens l'utilisaient pour désigner de manière informelle leurs pères. Paul "translittère" ses sons en les écrivant avec des lettres grecques. (Voir : [[rc://en/ta/man/translate/translate-transliterate]])

GAL	4	1	fr5u			0	Connecting Statement:	Paul continue à rappeler aux croyants galates que le Christ est venu racheter ceux qui étaient sous la loi, qu'il les a libérés de leur asservissement à la loi et au péché et qu'il a fait d'eux des enfants de Dieu.

GAL	4	2	bd5a		ἐπιτρόπους	1	guardians	Le mot **> tuteurs <** désigne les personnes ayant la responsabilité légale de la vie personnelle d'un enfant. Traduction alternative : "personnes qui supervisent l'enfant".

GAL	4	2	v5g9		οἰκονόμους	1	trustees	Le mot **> intendants <** désigne les personnes qui veillent sur les biens et les finances de l'enfant. Traduction alternative : "les personnes qui gèrent les biens de l'enfant".

GAL	4	3	d6v9	figs-exclusive	ἦμεν	1	General Information:	Le mot **nous** désigne ici tous les chrétiens, y compris les lecteurs de Paul. (Voir : [[rc://en/ta/man/translate/figs-exclusive]])

GAL	4	3	n21q	figs-metaphor	ὅτε ἦμεν νήπιοι	1	when we were children	Ici, **enfants** est une métaphore pour le temps avant que quelqu'un fasse confiance au Messie. (Voir : [[rc://en/ta/man/translate/figs-metaphor]])

GAL	4	3	u462		τὰ στοιχεῖα τοῦ κόσμου	1	the elemental principles of the world	Ceci pourrait faire référence à : (1) les lois, les connaissances ou les principes moraux du monde (2) les êtres spirituels, qui, selon certaines personnes, contrôlent ce qui se passe sur terre (3) la religion juive.

GAL	4	3	cd2w	figs-metaphor	ἤμεθα δεδουλωμένοι	1	we were enslaved to the elemental principles of the world	Ici, **nous étions asservis** est une métaphore pour dire que l'on ne peut pas s'empêcher de faire quelque chose. Si votre langue n'utilise pas la forme passive de cette manière, vous pouvez l'énoncer à la forme active ou d'une autre manière qui soit naturelle dans votre langue. Traduction alternative : "les esprits qui gouvernaient le monde avaient fait de nous leurs esclaves", ou "les esprits qui gouvernaient le monde nous avaient amenés à les servir comme des esclaves". (Voir : [[rc://en/ta/man/translate/figs-metaphor]] et [[rc://en/ta/man/translate/figs-activepassive]])

GAL	4	4	l5tf	guidelines-sonofgodprinciples	τὸν Υἱὸν	1	Son	C'est un titre important pour Jésus, le Fils de Dieu. (Voir : [[rc://en/ta/man/translate/guidelines-sonofgodprinciples]])

GAL	4	4	ujfp		τὸ πλήρωμα τοῦ χρόνου	1		Ici, **> la plénitude des temps <** montre que Dieu œuvrait à ses desseins tout au long de l'histoire. Il met l'accent sur un temps désigné par Dieu pour délivrer les gens de leur impuissance et de leur asservissement à la loi et aux forces opposées à Dieu. Traduction alternative : "au moment opportun" ou "au moment désigné".

GAL	4	5	v5cb	figs-metaphor	ἐξαγοράσῃ	1	redeem	Paul utilise la métaphore d'une personne qui rachète un bien perdu ou qui achète la liberté d'un esclave pour illustrer le fait que Jésus a payé pour les péchés de son peuple en mourant sur la croix. (Voir : [[rc://en/ta/man/translate/figs-metaphor]])

GAL	4	6	a274		ἐστε υἱοί	1	you are sons	Paul utilise ici le terme d'enfant mâle parce que le sujet est l'héritage. Dans sa culture et celle de ses lecteurs, l'héritage passait le plus souvent, mais pas toujours, aux enfants mâles. Il ne spécifie ni n'exclut ici les enfants de sexe féminin.

GAL	4	6	xhe6	guidelines-sonofgodprinciples	τοῦ υἱοῦ αὐτοῦ	1	his Son	C'est un titre important pour Jésus, le Fils de Dieu. (Voir : [[rc://en/ta/man/translate/guidelines-sonofgodprinciples]]) L'Esprit Saint est intimement lié au Fils de Dieu. L'Esprit était la promesse du Fils (Jn. 14) ainsi que du Père. C'est par l'Esprit que le Christ vit dans nos cœurs.

GAL	4	6	nei3	figs-metonymy	εἰς τὰς καρδίας ἡμῶν	1	sent the Spirit of his Son into our hearts	Le cœur est une métonymie du centre et de la source de toute la vie intérieure d'une personne. Il est la source de la pensée, des sentiments et de la volition. Traduction alternative : "vivre en nous" (Voir : [[rc://en/ta/man/translate/figs-metonymy]])

GAL	4	6	s54r		κρᾶζον	1	who calls	L'Esprit est le sujet de celui qui "crie". Pourtant, cela exprime aussi l'attitude du croyant. il faut éviter de traduire ce verbe d'une manière qui suggérerait soit des cris, soit des pleurs.

GAL	4	6	eqx5		Ἀββά, ὁ Πατήρ	1	God has sent the Spirit of his Son into our hearts, who calls out, “Abba, Father.”	En criant **> Abba, Père <** l'Esprit nous assure que nous sommes les enfants de Dieu et qu'il nous aime. **> Abba <** est un mot araméen qui était utilisé par un enfant pour s'adresser à son père.

GAL	4	7	e7tc		υἱός	1	you are no longer a slave, but a son	Paul utilise ici **> fils <** parce que le sujet est l'héritage. Dans sa culture et celle de ses lecteurs, l'héritage passait le plus souvent, mais pas toujours, aux enfants mâles. Il ne spécifiait ni n'excluait les enfants de sexe féminin ici.

GAL	4	7	akb8	figs-you	εἶ	1	you are no longer a slave…you are also an heir	Paul s'adresse à ses lecteurs comme s'ils étaient une seule personne, donc **vous** ici est au singulier. (Voir : [[rc://en/ta/man/translate/figs-you]])

GAL	4	7	d5hu	figs-metaphor	κληρονόμος	1	heir	Le mot **héritier** fait référence à la façon dont les croyants héritent des promesses que Dieu a faites à Abraham, comme une personne hérite des biens et des richesses d'un membre de sa famille. (Voir : [[rc://en/ta/man/translate/figs-metaphor]])

GAL	4	8	ukf5			0	Connecting Statement:	Paul rappelle aux croyants galates qu'ils essaient à nouveau de vivre sous les lois de Dieu plutôt que de vivre par la foi.

GAL	4	8	cj5i		τοῖς φύσει μὴ οὖσι θεοῖς	1	those who are	La phrase, **> ceux qui, par nature, ne sont pas des dieux <** fait référence aux êtres que les Galates servaient lorsqu'ils étaient païens et qui étaient considérés par eux comme des dieux, mais qui ne l'étaient pas vraiment.

GAL	4	9	b8ue	figs-metaphor	ἐπιστρέφετε πάλιν	1	how is it that you are turning back to…principles?	Ici, **se retourner** est une métaphore pour commencer à suivre et à obéir à leurs anciennes pratiques de fausse religion. C'est la première de deux questions rhétoriques que Paul pose. Traduction alternative : "vous ne devriez pas recommencer à obéir" ou "vous ne devriez pas suivre à nouveau". (Voir : [[rc://en/ta/man/translate/figs-metaphor]] et [[rc://en/ta/man/translate/figs-rquestion]])

GAL	4	9	n5ie		τὰ ἀσθενῆ καὶ πτωχὰ στοιχεῖα	1	elemental principles	Voyez comment vous avez traduit cette phrase dans [Galates 4:3](../04/03.md).

GAL	4	9	w28k	figs-rquestion	οἷς πάλιν ἄνωθεν δουλεύειν θέλετε	1	Do you want to be enslaved all over again?	Paul utilise cette question rhétorique pour reprocher aux croyants galates de se comporter d'une manière qui les rendrait comme des esclaves. (Voir : [[rc://en/ta/man/translate/figs-rquestion]])

GAL	4	9	s77e	figs-metaphor	οἷς πάλιν ἄνωθεν δουλεύειν θέλετε	1	Do you want to be enslaved all over again?	Ici, **être à nouveau asservi** est une métaphore pour désigner l'obligation d'obéir à certaines règles ou coutumes. Traduction alternative : "Veux-tu devoir à nouveau obéir à des règles comme un esclave doit obéir à son maître ?" ou "On dirait que tu veux être à nouveau contrôlé par ces règles !". (Voir : [[rc://en/ta/man/translate/figs-metaphor]])

GAL	4	10	w7d5		ἡμέρας παρατηρεῖσθε, καὶ μῆνας, καὶ καιροὺς, καὶ ἐνιαυτούς	1	You observe days and new moons and seasons and years	Paul parle du fait qu'ils prennent soin de célébrer certains moments, pensant que cela les rendra justes envers Dieu. Traduction alternative : "Vous célébrez avec soin les jours et les nouvelles lunes, les saisons et les années".

GAL	4	11	bsv1		εἰκῇ	1	may have been for nothing	Traduction alternative : "a pu être inutile" ou "n'a pas eu d'effet".

GAL	4	12	ql14			0	Connecting Statement:	Paul rappelle aux croyants galates combien ils l'ont traité avec gentillesse lorsqu'il était avec eux, et il les encourage à continuer à lui faire confiance alors qu'il n'est pas là avec eux.

GAL	4	12	p9gn		ἀδελφοί	1	brothers	Voyez comment vous avez traduit cela dans [Galates 1:2](../01/02.md) et [Galates 3:15](../03/15.md).

GAL	4	12	n3wf		οὐδέν με ἠδικήσατε	1	You did me no wrong	Cela peut être exprimé sous forme positive. Traduction alternative : "Vous m'avez bien traité" ou "Vous m'avez traité comme vous auriez dû".

GAL	4	14	tk1l		καὶ τὸν πειρασμὸν ὑμῶν ἐν τῇ σαρκί μου	1	Though my physical condition put you to the test	Cela pourrait signifier : (1) qu'ils ont enduré la difficulté d'accueillir Paul lorsqu'il était malade (2) qu'ils ont résisté à la tentation de rejeter Paul lorsqu'il était malade.

GAL	4	14	v9xa		οὐκ ἐξουθενήσατε	1	despise	Traduction alternative : "vous n'avez pas méprisé" ou "vous n'avez pas haï".

GAL	4	17	s9kn		ἀλλὰ ἐκκλεῖσαι ὑμᾶς	1	to shut you out	Traduction alternative : "pour vous éloigner de nous" ou "pour que vous cessiez d'être loyal envers nous".

GAL	4	17	iv1d		αὐτοὺς ζηλοῦτε	1	zealous for them	Traduction alternative : "vous leur seriez dévoué" ou "vous leur seriez attaché".

GAL	4	19	u3eb	figs-metaphor	τέκνα μου	1	My little children	Il s'agit d'une métaphore qui souligne le fait que c'est par Paul que les Galates sont devenus chrétiens. Autre traduction : "Vous qui êtes disciples à cause de moi" (Voir : [[rc://en/ta/man/translate/figs-metaphor]])

